"","var","ID1","ID2","mean","median","pc2.5","pc97.5","overlap0","gel"
"13873","ldx",591,NA,-0.406763640034366,-0.0736693265035606,-2.9136906060308,0.239244763711154,TRUE,1.00088251391263
"13874","ldx",592,NA,-0.36815287924106,-0.0564630493001917,-2.69506253016507,0.239129454633523,TRUE,1.00058893946535
"13875","ldx",593,NA,-0.513908137402786,-0.132092571280803,-3.31386129962933,0.236977940274576,TRUE,1.00029809299189
"13876","ldx",594,NA,-0.44894778019267,-0.0897780585493763,-3.14684482812364,0.237940114495279,TRUE,1.00792848446936
"13877","ldx",595,NA,-0.342464998952046,-0.0408105917440975,-2.60766641589165,0.238248546823048,TRUE,1.00212864355695
"13878","ldx",596,NA,-2.86933062477725,-2.26867384972904,-9.38204454913427,0.167378388063921,TRUE,1.00327030729176
"13879","ldx",597,NA,-0.413713083761282,-0.0702955095247778,-2.97923155092905,0.23838670090165,TRUE,1.00057758079016
"13880","ldx",598,NA,-1.47178664923362,-0.892589085515785,-6.48043236712028,0.217333099457988,TRUE,1.0029450635793
"13881","ldx",599,NA,-0.824143118157847,-0.324781604711585,-4.55351545644523,0.22945329404764,TRUE,1.0008476337964
"13882","ldx",600,NA,-2.56765198605914,-1.92628189108873,-8.8760945701255,0.184555602103423,TRUE,1.00293829859429
"13883","ldx",601,NA,-0.815380955225214,-0.335179507666699,-4.53592622893772,0.229029914245738,TRUE,1.0000418095898
"13884","ldx",602,NA,-2.06573700772415,-1.52685306253872,-7.41866255952212,0.197581015122119,TRUE,1.00208984515938
"13885","ldx",603,NA,-1.2124819129545,-0.694237094480382,-5.36891736090347,0.217354232652041,TRUE,1.00199492994941
"13886","ldx",604,NA,-0.826212691784983,-0.349282094551494,-4.38214273954685,0.231706475597966,TRUE,1.00176257370545
"13887","ldx",605,NA,-1.86387976930618,-1.26624963821738,-7.0756137212354,0.207315948561582,TRUE,1.00294964745593
"13888","ldx",606,NA,-0.369634707880532,-0.0619206646923005,-2.75388772805521,0.238965366492764,TRUE,1.00040021980059
"13889","ldx",607,NA,-0.611644684609602,-0.192801199470307,-3.78158258003264,0.23488037418164,TRUE,1.00004479570476
"13890","ldx",608,NA,-0.576519231225448,-0.152890896057393,-3.70677239414409,0.236219498032573,TRUE,1.00001901361805
"13891","ldx",609,NA,-0.548999090272615,-0.152601526840615,-3.52511967314814,0.233820888052654,TRUE,1.00034535706796
"13892","ldx",610,NA,-4.31044737449607,-3.73223858130407,-11.8759319843327,-0.00797637303267887,FALSE,1.00417311533952
"13893","ldx",611,NA,-0.426096924721204,-0.0877668189383375,-2.9712817633166,0.237073519678087,TRUE,1.0005380019829
"13894","ldx",612,NA,-0.542787429926505,-0.153357998993663,-3.45078461288822,0.23513354820139,TRUE,1.00103299485215
"13895","ldx",613,NA,-0.397349576244937,-0.0698883807858591,-2.80061703645309,0.236471997324223,TRUE,1.00036345361913
"13896","ldx",614,NA,-0.676785954988365,-0.219028327194417,-4.03376488789426,0.232565333587437,TRUE,1.00045946937093
"13897","ldx",615,NA,-0.54969977017729,-0.139896242223718,-3.62435278797543,0.235962338836671,TRUE,1.00015006699151
"13898","ldx",616,NA,-2.51959784280989,-1.93389959611115,-8.4650672201664,0.183870550797333,TRUE,1.00076189077785
"13899","ldx",617,NA,-0.99133584391179,-0.425897511083568,-5.21237107295432,0.227904897337843,TRUE,1.00351441079862
"13900","ldx",618,NA,-0.497073632997622,-0.106667514891408,-3.34315967074599,0.237328835831135,TRUE,1.01886196698345
