"block","year","water_year","GPP_avg","GPP_total","P_avg","P_total","P_acc","LAI_mod","VPD","S","Tair","Tsoil","PPFD_IN","WUE","GPP_avg_yr","GPP_total_yr","month","Season","B_WUE.pred","cred2.5_WUE.pred","cred97.5_WUE.pred","B_WUE.wght","cred2.5_WUE.wght","cred97.5_WUE.wght"
399,2009,2010,1.0794719008836,1.0794719008836,0,0,31.40583,0.2514,0.835277577083333,0.17473427403588,10.3747639583333,7.5846740625,15583.0479309252,NA,1.5792457032633,576.424681691103,11,"Fall",1.59635912829586,1.00459798034042,2.4337454550847,1.72322482271442,1.0844352914619,2.6271598326671
400,2009,2010,1.2431235607182,1.2431235607182,0,0,31.40583,0.2494,0.82656154375,0.169833586337533,10.8568964583333,8.568013609375,16668.6870004313,NA,1.5792457032633,576.424681691103,11,"Fall",1.7142330280352,1.10152315344884,2.5913127942965,2.13100346571186,1.36932938472886,3.22132198778049
401,2009,2010,1.3423003503156,1.3423003503156,0,0,31.40583,0.2474,0.879373427083333,0.163954107922832,10.6397539583333,8.58905813541666,16323.1137768,NA,1.5792457032633,576.424681691103,11,"Fall",1.97879545564281,1.31364485768264,2.86459479123456,2.65613783331227,1.76330595265769,3.84514659178639
402,2009,2010,1.3053171745188,1.3053171745188,0,0,31.40583,0.2454,1.2186582625,0.159056200146446,14.4899372916667,10.2323342708333,16259.7745092,NA,1.5792457032633,576.424681691103,11,"Fall",2.14489491235126,1.38507982568271,3.12650224016572,2.7997681666301,1.80796848454314,4.08107707025982
403,2009,2010,1.4350710418344,1.4350710418344,0,0,31.40583,0.2434,1.21261630625,0.152896840602417,13.7112245833333,10.196927609375,15106.5719665841,NA,1.5792457032633,576.424681691103,11,"Fall",2.38099345087717,1.56714562956199,3.41535401321849,3.41689475215119,2.24896531132175,4.90127564198276
404,2009,2010,1.3882798059498,1.3882798059498,0,0,31.40583,0.2414,0.994155627083333,0.146964744843828,11.784785625,9.516933,15480.9053246193,NA,1.5792457032633,576.424681691103,11,"Fall",2.6303023030021,1.75014382054466,3.708728761147,3.65159557080107,2.42968932356999,5.1487532448456
405,2009,2010,1.52997189614213,1.52997189614213,0,0,31.40583,0.2394,0.7142970125,0.141906229657301,10.27042125,8.875933046875,15176.7628558587,NA,1.5792457032633,576.424681691103,11,"Fall",2.8564354530545,1.95637261816043,3.965581267924,4.3702659663174,2.99319512416746,6.0672278917914
406,2009,2010,1.49661090098874,1.49661090098874,0,0,31.40583,0.2385875,0.695123991666667,0.137795570676427,9.50183833333333,8.6608574375,14606.814189266,NA,1.5792457032633,576.424681691103,11,"Fall",2.95063866341035,1.97632095332002,4.16259580740028,4.41595798853877,2.95778348259121,6.22978626176529
407,2009,2010,1.4806530390654,1.4806530390654,0,0,31.40583,0.237775,0.677495133333334,0.134744148307305,11.0644079166667,9.28822180208333,14277.9688958202,NA,1.5792457032633,576.424681691103,11,"Fall",3.05704126699995,2.03593858763722,4.32552266722308,4.52641744253182,3.01451865713557,6.40459828277012
408,2009,2010,1.121422485168,1.121422485168,0,0,31.40583,0.2369625,0.536141804166666,0.13155402707461,10.7242491666667,9.29244340104167,7510.8002232607,NA,1.5792457032633,576.424681691103,11,"Fall",3.11757135904292,2.01879222568884,4.45688943910142,3.49611462114649,2.26391899476981,4.99805603091612
